id,Context,Message,Insult,Threat,Harassment,IdentityAttack
245,Stranger,"फेरि भन्छु, यति सामान्य कुरा पनि बुझ्दैनस्, कति गधा जस्तो",1,0,0,0
246,Stranger,"फेरि यता देखेँ भने कुट्छुँँु, याद राख्",0,1,0,0
247,Stranger,"वास्तवमा, घर पछ्याएर आउँछु, तिमीलाई डर लाग्नुपर्छ",0,1,0,0
248,Stranger,"वास्तवमा, रात्रीमा एक्लै हिँड्दा सावधान बस्, केही हुन सक्छ",0,1,0,0
249,Stranger,सामाजिक सञ्जालमा निरन्तर अपमानजनक कमेन्ट पठाइरहन्छ,0,0,1,0
250,Stranger,"वास्तवमा, बारम्बार म्यासेज पठाएर हैरान पार्दै छ, रोक्दैन",0,0,1,0
251,Stranger,"अरे, जहाँ गए पनि पछ्याउँदै अनावश्यक टिप्पणी गर्छ",0,0,1,0
252,Stranger,"फेरि भन्छु, तिम्रो धर्मको मान्छे यहाँ बस्नै हुँदैन",0,0,0,1
253,Stranger,तिम्रो छालाको रङको कारण तिमीलाई हेप्छन्,0,0,0,1
254,Stranger,"फेरि भन्छु, तिमी विदेशी भएकोले यहाँ अधिकार छैन भन्दै हप्काए",0,0,0,1
255,Stranger,"वास्तवमा, सडकमा हिँड्दा जातको आधारमा गाली गर्दै धम्क्याए",1,1,0,1
256,Stranger,फेरि यहाँ देखिस् भने तेरो जातलाई सम्झाइदिन्छु भन्दै लगातार पछ्याउँछ,0,1,1,1
257,Stranger,अनलाइनमा निरन्तर लिङ्गको आधारमा गाली र अपमान गर्दै छ,1,0,1,1
258,Stranger,बाटो कता जाने हो भनेर सोध्नुभयो,0,0,0,0
259,Stranger,"सुन्, नमस्ते, तपाईंलाई सहयोग चाहिन्छ कि?",0,0,0,0
260,Stranger,"साथी, आजको मौसम एकदम रमाइलो छ",0,0,0,0
261,Stranger,"सुन्, धन्यवाद बाटो देखाइदिनुभएकोमा",0,0,0,0
262,Stranger,पसल कति बजे खुल्छ थाहा छ?,0,0,0,0
263,Stranger,"वास्तवमा, तपाईंको सहयोगको लागि धेरै धन्यवाद",0,0,0,0
264,Stranger,"वास्तवमा, तँ जस्तो बेवकुफ मान्छे मैले जीवनमा देखेको छैन",1,0,0,0
265,Stranger,"तिम्रो अनुहार हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
266,Stranger,"अरे, यति सामान्य कुरा पनि बुझ्दैनस्, कति गधा जस्तो",1,0,0,0
267,Stranger,"फेरि भन्छु, फेरि यता देखेँ भने कुट्छुँँु, याद राख्",0,1,0,0
268,Stranger,"साथी, घर पछ्याएर आउँछु, तिमीलाई डर लाग्नुपर्छ",0,1,0,0
269,Stranger,"अरे, रात्रीमा एक्लै हिँड्दा सावधान बस्, केही हुन सक्छ",0,1,0,0
270,Stranger,सामाजिक सञ्जालमा निरन्तर अपमानजनक कमेन्ट पठाइरहन्छ,0,0,1,0
271,Stranger,"फेरि भन्छु, बारम्बार म्यासेज पठाएर हैरान पार्दै छ, रोक्दैन",0,0,1,0
272,Stranger,"वास्तवमा, जहाँ गए पनि पछ्याउँदै अनावश्यक टिप्पणी गर्छ",0,0,1,0
273,Stranger,तिम्रो धर्मको मान्छे यहाँ बस्नै हुँदैन,0,0,0,1
274,Stranger,"फेरि भन्छु, तिम्रो छालाको रङको कारण तिमीलाई हेप्छन्",0,0,0,1
275,Stranger,"वास्तवमा, तिमी विदेशी भएकोले यहाँ अधिकार छैन भन्दै हप्काए",0,0,0,1
276,Stranger,"अरे, सडकमा हिँड्दा जातको आधारमा गाली गर्दै धम्क्याए",1,1,0,1
277,Stranger,"अरे, फेरि यहाँ देखिस् भने तेरो जातलाई सम्झाइदिन्छु भन्दै लगातार पछ्याउँछ",0,1,1,1
278,Stranger,"साथी, अनलाइनमा निरन्तर लिङ्गको आधारमा गाली र अपमान गर्दै छ",1,0,1,1
279,Stranger,"साथी, बाटो कता जाने हो भनेर सोध्नुभयो",0,0,0,0
280,Stranger,"नमस्ते, तपाईंलाई सहयोग चाहिन्छ कि?",0,0,0,0
281,Stranger,"फेरि भन्छु, आजको मौसम एकदम रमाइलो छ",0,0,0,0
282,Stranger,"साथी, धन्यवाद बाटो देखाइदिनुभएकोमा",0,0,0,0
283,Stranger,"अरे, पसल कति बजे खुल्छ थाहा छ?",0,0,0,0
284,Stranger,"फेरि भन्छु, तपाईंको सहयोगको लागि धेरै धन्यवाद",0,0,0,0
285,Stranger,"अरे, तँ जस्तो बेवकुफ मान्छे मैले जीवनमा देखेको छैन",1,0,0,0
286,Stranger,"तिम्रो अनुहार हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
287,Stranger,"अरे, यति सामान्य कुरा पनि बुझ्दैनस्, कति गधा जस्तो",1,0,0,0
288,Stranger,"फेरि यता देखेँ भने कुट्छुँँु, याद राख्",0,1,0,0
289,Stranger,"सुन्, घर पछ्याएर आउँछु, तिमीलाई डर लाग्नुपर्छ",0,1,0,0
290,Stranger,"रात्रीमा एक्लै हिँड्दा सावधान बस्, केही हुन सक्छ",0,1,0,0
291,Stranger,सामाजिक सञ्जालमा निरन्तर अपमानजनक कमेन्ट पठाइरहन्छ,0,0,1,0
292,Stranger,"बारम्बार म्यासेज पठाएर हैरान पार्दै छ, रोक्दैन",0,0,1,0
293,Stranger,"फेरि भन्छु, जहाँ गए पनि पछ्याउँदै अनावश्यक टिप्पणी गर्छ",0,0,1,0
294,Stranger,"फेरि भन्छु, तिम्रो धर्मको मान्छे यहाँ बस्नै हुँदैन",0,0,0,1
295,Stranger,तिम्रो छालाको रङको कारण तिमीलाई हेप्छन्,0,0,0,1
296,Stranger,"साथी, तिमी विदेशी भएकोले यहाँ अधिकार छैन भन्दै हप्काए",0,0,0,1
297,Stranger,सडकमा हिँड्दा जातको आधारमा गाली गर्दै धम्क्याए,1,1,0,1
298,Stranger,"साथी, फेरि यहाँ देखिस् भने तेरो जातलाई सम्झाइदिन्छु भन्दै लगातार पछ्याउँछ",0,1,1,1
299,Stranger,"अरे, अनलाइनमा निरन्तर लिङ्गको आधारमा गाली र अपमान गर्दै छ",1,0,1,1
300,Stranger,बाटो कता जाने हो भनेर सोध्नुभयो,0,0,0,0
301,Relative,तिमी परिवारमा सबैभन्दा नालायक र बेकार सन्तान होस्,1,0,0,0
302,Relative,"तिमीले जे गरे पनि बेकार हुन्छ, कति अल्छी मान्छे",1,0,0,0
303,Relative,"तिम्रो दाजुभाइ जस्तो हुन सकिस् भने राम्रो हुन्थ्यो, तँ त नालायक होस्",1,0,0,0
304,Relative,अब यस्तो व्यवहार गरे घरबाट निकालिदिन्छु,0,1,0,0
305,Relative,"फेरि यस्तो गल्ती गरे तिमीलाई सजाय दिन्छु, सम्झिराख",0,1,0,0
306,Relative,तिमीले भनेको नमाने सम्पत्तिबाट बेदखल गरिदिन्छु,0,1,0,0
307,Relative,पारिवारिक भेलामा उसलाई कहिल्यै बोलाइँदैन,0,0,1,0
308,Relative,"हरेक चाडपर्वमा उसलाई मात्र छुट्याइन्छ, कसैले वास्ता गर्दैन",0,0,1,0
309,Relative,परिवारको ग्रुपबाट उसलाई हटाइयो र जानकारी लुकाइन्छ,0,0,1,0
310,Relative,छोरी भएकै कारण उसलाई पढ्न पठाइएन,0,0,0,1
311,Relative,तिम्रो जातको कारण यो परिवारमा तिमीलाई स्वीकार गरिँदैन,0,0,0,1
312,Relative,अपाङ्ग भएकै कारण तिमीलाई बोझ ठानिन्छ,0,0,0,1
313,Relative,बुहारी भएकै कारण उसलाई सधैं हेपिन्छ र नालायक भनिन्छ,1,0,0,1
314,Relative,फेरि यस्तो गरे घरबाट निकाल्ने धम्की दिँदै सधैं बेवास्ता गरिन्छ,0,1,1,0
315,Relative,छोरी भएकै कारण सम्पत्तिबाट वञ्चित गर्दै सधैं तिरस्कार गरिन्छ,0,0,1,1
316,Relative,भोलि दशैंको तिथि मिलाएर भेटौं,0,0,0,0
317,Relative,बुबाआमाको स्वास्थ्य अवस्था अहिले राम्रो छ,0,0,0,0
318,Relative,आजको पारिवारिक भेला धेरै रमाइलो भयो,0,0,0,0
319,Relative,तिम्रो नयाँ जागिरको लागि धेरै बधाई छ,0,0,0,0
320,Relative,भोलि मामाघर जाने कार्यक्रम छ,0,0,0,0
321,Relative,दिदीको विवाहको तयारी कस्तो भइरहेको छ?,0,0,0,0
322,Relative,तपाईंहरूलाई भेटेर धेरै खुसी लाग्यो,0,0,0,0
323,Relative,तिमी परिवारमा सबैभन्दा नालायक र बेकार सन्तान होस्,1,0,0,0
324,Relative,"वास्तवमा, तिमीले जे गरे पनि बेकार हुन्छ, कति अल्छी मान्छे",1,0,0,0
325,Relative,"सुन्, तिम्रो दाजुभाइ जस्तो हुन सकिस् भने राम्रो हुन्थ्यो, तँ त नालायक होस्",1,0,0,0
326,Relative,"फेरि भन्छु, अब यस्तो व्यवहार गरे घरबाट निकालिदिन्छु",0,1,0,0
327,Relative,"फेरि यस्तो गल्ती गरे तिमीलाई सजाय दिन्छु, सम्झिराख",0,1,0,0
328,Relative,"फेरि भन्छु, तिमीले भनेको नमाने सम्पत्तिबाट बेदखल गरिदिन्छु",0,1,0,0
329,Relative,"अरे, पारिवारिक भेलामा उसलाई कहिल्यै बोलाइँदैन",0,0,1,0
330,Relative,"फेरि भन्छु, हरेक चाडपर्वमा उसलाई मात्र छुट्याइन्छ, कसैले वास्ता गर्दैन",0,0,1,0
331,Relative,"साथी, परिवारको ग्रुपबाट उसलाई हटाइयो र जानकारी लुकाइन्छ",0,0,1,0
332,Relative,"साथी, छोरी भएकै कारण उसलाई पढ्न पठाइएन",0,0,0,1
333,Relative,"वास्तवमा, तिम्रो जातको कारण यो परिवारमा तिमीलाई स्वीकार गरिँदैन",0,0,0,1
334,Relative,"सुन्, अपाङ्ग भएकै कारण तिमीलाई बोझ ठानिन्छ",0,0,0,1
335,Relative,"अरे, बुहारी भएकै कारण उसलाई सधैं हेपिन्छ र नालायक भनिन्छ",1,0,0,1
336,Relative,"साथी, फेरि यस्तो गरे घरबाट निकाल्ने धम्की दिँदै सधैं बेवास्ता गरिन्छ",0,1,1,0
337,Relative,छोरी भएकै कारण सम्पत्तिबाट वञ्चित गर्दै सधैं तिरस्कार गरिन्छ,0,0,1,1
338,Relative,"अरे, भोलि दशैंको तिथि मिलाएर भेटौं",0,0,0,0
339,Relative,"फेरि भन्छु, बुबाआमाको स्वास्थ्य अवस्था अहिले राम्रो छ",0,0,0,0
340,Relative,"अरे, आजको पारिवारिक भेला धेरै रमाइलो भयो",0,0,0,0
341,Relative,"सुन्, तिम्रो नयाँ जागिरको लागि धेरै बधाई छ",0,0,0,0
342,Relative,"साथी, भोलि मामाघर जाने कार्यक्रम छ",0,0,0,0
343,Relative,"अरे, दिदीको विवाहको तयारी कस्तो भइरहेको छ?",0,0,0,0
344,Relative,"फेरि भन्छु, तपाईंहरूलाई भेटेर धेरै खुसी लाग्यो",0,0,0,0
345,Relative,"वास्तवमा, तिमी परिवारमा सबैभन्दा नालायक र बेकार सन्तान होस्",1,0,0,0
346,Relative,"वास्तवमा, तिमीले जे गरे पनि बेकार हुन्छ, कति अल्छी मान्छे",1,0,0,0
347,Relative,"साथी, तिम्रो दाजुभाइ जस्तो हुन सकिस् भने राम्रो हुन्थ्यो, तँ त नालायक होस्",1,0,0,0
348,Relative,"वास्तवमा, अब यस्तो व्यवहार गरे घरबाट निकालिदिन्छु",0,1,0,0
349,Relative,"फेरि यस्तो गल्ती गरे तिमीलाई सजाय दिन्छु, सम्झिराख",0,1,0,0
350,Relative,"सुन्, तिमीले भनेको नमाने सम्पत्तिबाट बेदखल गरिदिन्छु",0,1,0,0
351,Relative,"वास्तवमा, पारिवारिक भेलामा उसलाई कहिल्यै बोलाइँदैन",0,0,1,0
352,Relative,"वास्तवमा, हरेक चाडपर्वमा उसलाई मात्र छुट्याइन्छ, कसैले वास्ता गर्दैन",0,0,1,0
353,Relative,परिवारको ग्रुपबाट उसलाई हटाइयो र जानकारी लुकाइन्छ,0,0,1,0
354,Relative,"सुन्, छोरी भएकै कारण उसलाई पढ्न पठाइएन",0,0,0,1
355,Relative,"अरे, तिम्रो जातको कारण यो परिवारमा तिमीलाई स्वीकार गरिँदैन",0,0,0,1
356,Relative,"सुन्, अपाङ्ग भएकै कारण तिमीलाई बोझ ठानिन्छ",0,0,0,1
357,Relative,बुहारी भएकै कारण उसलाई सधैं हेपिन्छ र नालायक भनिन्छ,1,0,0,1
358,Relative,"साथी, फेरि यस्तो गरे घरबाट निकाल्ने धम्की दिँदै सधैं बेवास्ता गरिन्छ",0,1,1,0
359,Relative,"साथी, छोरी भएकै कारण सम्पत्तिबाट वञ्चित गर्दै सधैं तिरस्कार गरिन्छ",0,0,1,1
360,Relative,भोलि दशैंको तिथि मिलाएर भेटौं,0,0,0,0
361,Relative,बुबाआमाको स्वास्थ्य अवस्था अहिले राम्रो छ,0,0,0,0
362,Relative,आजको पारिवारिक भेला धेरै रमाइलो भयो,0,0,0,0
363,Relative,"अरे, तिम्रो नयाँ जागिरको लागि धेरै बधाई छ",0,0,0,0
364,Relative,"अरे, भोलि मामाघर जाने कार्यक्रम छ",0,0,0,0
365,Relative,"साथी, दिदीको विवाहको तयारी कस्तो भइरहेको छ?",0,0,0,0
366,Relative,"अरे, तपाईंहरूलाई भेटेर धेरै खुसी लाग्यो",0,0,0,0
367,Relative,"साथी, तिमी परिवारमा सबैभन्दा नालायक र बेकार सन्तान होस्",1,0,0,0
368,Relative,"तिमीले जे गरे पनि बेकार हुन्छ, कति अल्छी मान्छे",1,0,0,0
369,Relative,"तिम्रो दाजुभाइ जस्तो हुन सकिस् भने राम्रो हुन्थ्यो, तँ त नालायक होस्",1,0,0,0
370,Relative,"वास्तवमा, अब यस्तो व्यवहार गरे घरबाट निकालिदिन्छु",0,1,0,0
371,Relative,"वास्तवमा, फेरि यस्तो गल्ती गरे तिमीलाई सजाय दिन्छु, सम्झिराख",0,1,0,0
372,Relative,तिमीले भनेको नमाने सम्पत्तिबाट बेदखल गरिदिन्छु,0,1,0,0
373,Relative,"साथी, पारिवारिक भेलामा उसलाई कहिल्यै बोलाइँदैन",0,0,1,0
374,Relative,"हरेक चाडपर्वमा उसलाई मात्र छुट्याइन्छ, कसैले वास्ता गर्दैन",0,0,1,0
375,Relative,परिवारको ग्रुपबाट उसलाई हटाइयो र जानकारी लुकाइन्छ,0,0,1,0
376,Relative,"फेरि भन्छु, छोरी भएकै कारण उसलाई पढ्न पठाइएन",0,0,0,1
377,Relative,तिम्रो जातको कारण यो परिवारमा तिमीलाई स्वीकार गरिँदैन,0,0,0,1
378,Relative,अपाङ्ग भएकै कारण तिमीलाई बोझ ठानिन्छ,0,0,0,1
379,Relative,"अरे, बुहारी भएकै कारण उसलाई सधैं हेपिन्छ र नालायक भनिन्छ",1,0,0,1
380,Relative,"साथी, फेरि यस्तो गरे घरबाट निकाल्ने धम्की दिँदै सधैं बेवास्ता गरिन्छ",0,1,1,0
381,Relative,छोरी भएकै कारण सम्पत्तिबाट वञ्चित गर्दै सधैं तिरस्कार गरिन्छ,0,0,1,1
382,Relative,"वास्तवमा, भोलि दशैंको तिथि मिलाएर भेटौं",0,0,0,0
383,Relative,"सुन्, बुबाआमाको स्वास्थ्य अवस्था अहिले राम्रो छ",0,0,0,0
384,Relative,"साथी, आजको पारिवारिक भेला धेरै रमाइलो भयो",0,0,0,0
385,Relative,"अरे, तिम्रो नयाँ जागिरको लागि धेरै बधाई छ",0,0,0,0
386,Relative,"साथी, भोलि मामाघर जाने कार्यक्रम छ",0,0,0,0
387,Relative,"वास्तवमा, दिदीको विवाहको तयारी कस्तो भइरहेको छ?",0,0,0,0
388,Relative,"अरे, तपाईंहरूलाई भेटेर धेरै खुसी लाग्यो",0,0,0,0
389,Relative,"अरे, तिमी परिवारमा सबैभन्दा नालायक र बेकार सन्तान होस्",1,0,0,0
390,Relative,"सुन्, तिमीले जे गरे पनि बेकार हुन्छ, कति अल्छी मान्छे",1,0,0,0
391,Relative,"साथी, तिम्रो दाजुभाइ जस्तो हुन सकिस् भने राम्रो हुन्थ्यो, तँ त नालायक होस्",1,0,0,0
392,Relative,"फेरि भन्छु, अब यस्तो व्यवहार गरे घरबाट निकालिदिन्छु",0,1,0,0
393,Relative,"सुन्, फेरि यस्तो गल्ती गरे तिमीलाई सजाय दिन्छु, सम्झिराख",0,1,0,0
394,Relative,"फेरि भन्छु, तिमीले भनेको नमाने सम्पत्तिबाट बेदखल गरिदिन्छु",0,1,0,0
395,Relative,"सुन्, पारिवारिक भेलामा उसलाई कहिल्यै बोलाइँदैन",0,0,1,0
396,Relative,"साथी, हरेक चाडपर्वमा उसलाई मात्र छुट्याइन्छ, कसैले वास्ता गर्दैन",0,0,1,0
397,Relative,परिवारको ग्रुपबाट उसलाई हटाइयो र जानकारी लुकाइन्छ,0,0,1,0
398,Relative,छोरी भएकै कारण उसलाई पढ्न पठाइएन,0,0,0,1
399,Relative,"वास्तवमा, तिम्रो जातको कारण यो परिवारमा तिमीलाई स्वीकार गरिँदैन",0,0,0,1
400,Relative,"सुन्, अपाङ्ग भएकै कारण तिमीलाई बोझ ठानिन्छ",0,0,0,1
401,SocialMedia,यो पोस्ट गर्ने मान्छे साह्रै मूर्ख र बेकार रहेछ,1,0,0,0
402,SocialMedia,"तिम्रो फोटो हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
403,SocialMedia,यस्तो बेकार कन्टेन्ट बनाउने तिमी जस्तो नालायक कोही छैन,1,0,0,0
404,SocialMedia,तिम्रो एकाउन्ट पत्ता लगाएर तिमीलाई सिध्याइदिन्छु,0,1,0,0
405,SocialMedia,यो भिडियो नहटाए तिम्रो घर ठेगाना पब्लिक गरिदिन्छु,0,1,0,0
406,SocialMedia,फेरि यस्तो पोस्ट गरे तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु,0,1,0,0
407,SocialMedia,कमेन्ट सेक्सनमा दिनहुँ उसलाई ट्याग गरेर होच्याइन्छ,0,0,1,0
408,SocialMedia,धेरै फेक एकाउन्टबाट लगातार अपमानजनक म्यासेज पठाइरहन्छन्,0,0,1,0
409,SocialMedia,हरेक पोस्टमा समूह बनाएर उसलाई दिनभरि जिस्क्याउँछन्,0,0,1,0
410,SocialMedia,तिम्रो जातको मान्छेले सामाजिक सञ्जालमा बोल्नै हुँदैन,0,0,0,1
411,SocialMedia,तिम्रो छालाको रङको कारण कमेन्टमा लगातार गाली गरिन्छ,0,0,0,1
412,SocialMedia,धर्मको आधारमा तिमीलाई अनलाइनमा लगातार तिरस्कार गरिन्छ,0,0,0,1
413,SocialMedia,तिम्रो लिङ्गको कारण तिमीलाई बेकार भन्दै कमेन्टमा होच्याइयो,1,0,0,1
414,SocialMedia,फेरि पोस्ट गरे एकाउन्टह्याक गरेर सबैलाई जानकारी लिक गर्छु भन्दै धम्क्याए,0,1,1,0
415,SocialMedia,दिनहुँ फेक प्रोफाइलबाट धम्की र गाली दुवै पठाइरहन्छन्,0,1,1,0
416,SocialMedia,"आजको पोस्ट एकदम प्रेरणादायी थियो, धन्यवाद सेयर गर्नुभएकोमा",0,0,0,0
417,SocialMedia,तपाईंको फोटोग्राफी सीप साँच्चै उत्कृष्ट छ,0,0,0,0
418,SocialMedia,"यो जानकारी धेरै उपयोगी रह्यो, सेयर गरिदिनुहोस्",0,0,0,0
419,SocialMedia,"भिडियो हेरेर धेरै केही सिक्न पाइयो, धन्यवाद",0,0,0,0
420,SocialMedia,आजको लाइभ सेसन धेरै रमाइलो थियो,0,0,0,0
421,SocialMedia,नयाँ पोस्टको लागि धेरै धेरै बधाई छ,0,0,0,0
422,SocialMedia,यो पोस्ट गर्ने मान्छे साह्रै मूर्ख र बेकार रहेछ,1,0,0,0
423,SocialMedia,"साथी, तिम्रो फोटो हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
424,SocialMedia,"सुन्, यस्तो बेकार कन्टेन्ट बनाउने तिमी जस्तो नालायक कोही छैन",1,0,0,0
425,SocialMedia,"वास्तवमा, तिम्रो एकाउन्ट पत्ता लगाएर तिमीलाई सिध्याइदिन्छु",0,1,0,0
426,SocialMedia,यो भिडियो नहटाए तिम्रो घर ठेगाना पब्लिक गरिदिन्छु,0,1,0,0
427,SocialMedia,फेरि यस्तो पोस्ट गरे तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु,0,1,0,0
428,SocialMedia,"फेरि भन्छु, कमेन्ट सेक्सनमा दिनहुँ उसलाई ट्याग गरेर होच्याइन्छ",0,0,1,0
429,SocialMedia,"अरे, धेरै फेक एकाउन्टबाट लगातार अपमानजनक म्यासेज पठाइरहन्छन्",0,0,1,0
430,SocialMedia,हरेक पोस्टमा समूह बनाएर उसलाई दिनभरि जिस्क्याउँछन्,0,0,1,0
431,SocialMedia,तिम्रो जातको मान्छेले सामाजिक सञ्जालमा बोल्नै हुँदैन,0,0,0,1
432,SocialMedia,"अरे, तिम्रो छालाको रङको कारण कमेन्टमा लगातार गाली गरिन्छ",0,0,0,1
433,SocialMedia,धर्मको आधारमा तिमीलाई अनलाइनमा लगातार तिरस्कार गरिन्छ,0,0,0,1
434,SocialMedia,"अरे, तिम्रो लिङ्गको कारण तिमीलाई बेकार भन्दै कमेन्टमा होच्याइयो",1,0,0,1
435,SocialMedia,"साथी, फेरि पोस्ट गरे एकाउन्टह्याक गरेर सबैलाई जानकारी लिक गर्छु भन्दै धम्क्याए",0,1,1,0
436,SocialMedia,दिनहुँ फेक प्रोफाइलबाट धम्की र गाली दुवै पठाइरहन्छन्,0,1,1,0
437,SocialMedia,"आजको पोस्ट एकदम प्रेरणादायी थियो, धन्यवाद सेयर गर्नुभएकोमा",0,0,0,0
438,SocialMedia,"सुन्, तपाईंको फोटोग्राफी सीप साँच्चै उत्कृष्ट छ",0,0,0,0
439,SocialMedia,"सुन्, यो जानकारी धेरै उपयोगी रह्यो, सेयर गरिदिनुहोस्",0,0,0,0
440,SocialMedia,"भिडियो हेरेर धेरै केही सिक्न पाइयो, धन्यवाद",0,0,0,0
441,SocialMedia,"साथी, आजको लाइभ सेसन धेरै रमाइलो थियो",0,0,0,0
442,SocialMedia,नयाँ पोस्टको लागि धेरै धेरै बधाई छ,0,0,0,0
443,SocialMedia,"अरे, यो पोस्ट गर्ने मान्छे साह्रै मूर्ख र बेकार रहेछ",1,0,0,0
444,SocialMedia,"सुन्, तिम्रो फोटो हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
445,SocialMedia,यस्तो बेकार कन्टेन्ट बनाउने तिमी जस्तो नालायक कोही छैन,1,0,0,0
446,SocialMedia,"फेरि भन्छु, तिम्रो एकाउन्ट पत्ता लगाएर तिमीलाई सिध्याइदिन्छु",0,1,0,0
447,SocialMedia,"अरे, यो भिडियो नहटाए तिम्रो घर ठेगाना पब्लिक गरिदिन्छु",0,1,0,0
448,SocialMedia,फेरि यस्तो पोस्ट गरे तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु,0,1,0,0
449,SocialMedia,"साथी, कमेन्ट सेक्सनमा दिनहुँ उसलाई ट्याग गरेर होच्याइन्छ",0,0,1,0
450,SocialMedia,"वास्तवमा, धेरै फेक एकाउन्टबाट लगातार अपमानजनक म्यासेज पठाइरहन्छन्",0,0,1,0
451,SocialMedia,"वास्तवमा, हरेक पोस्टमा समूह बनाएर उसलाई दिनभरि जिस्क्याउँछन्",0,0,1,0
452,SocialMedia,"अरे, तिम्रो जातको मान्छेले सामाजिक सञ्जालमा बोल्नै हुँदैन",0,0,0,1
453,SocialMedia,तिम्रो छालाको रङको कारण कमेन्टमा लगातार गाली गरिन्छ,0,0,0,1
454,SocialMedia,"अरे, धर्मको आधारमा तिमीलाई अनलाइनमा लगातार तिरस्कार गरिन्छ",0,0,0,1
455,SocialMedia,"अरे, तिम्रो लिङ्गको कारण तिमीलाई बेकार भन्दै कमेन्टमा होच्याइयो",1,0,0,1
456,SocialMedia,"सुन्, फेरि पोस्ट गरे एकाउन्टह्याक गरेर सबैलाई जानकारी लिक गर्छु भन्दै धम्क्याए",0,1,1,0
457,SocialMedia,दिनहुँ फेक प्रोफाइलबाट धम्की र गाली दुवै पठाइरहन्छन्,0,1,1,0
458,SocialMedia,"साथी, आजको पोस्ट एकदम प्रेरणादायी थियो, धन्यवाद सेयर गर्नुभएकोमा",0,0,0,0
459,SocialMedia,तपाईंको फोटोग्राफी सीप साँच्चै उत्कृष्ट छ,0,0,0,0
460,SocialMedia,"अरे, यो जानकारी धेरै उपयोगी रह्यो, सेयर गरिदिनुहोस्",0,0,0,0
461,SocialMedia,"फेरि भन्छु, भिडियो हेरेर धेरै केही सिक्न पाइयो, धन्यवाद",0,0,0,0
462,SocialMedia,"साथी, आजको लाइभ सेसन धेरै रमाइलो थियो",0,0,0,0
463,SocialMedia,नयाँ पोस्टको लागि धेरै धेरै बधाई छ,0,0,0,0
464,SocialMedia,"सुन्, यो पोस्ट गर्ने मान्छे साह्रै मूर्ख र बेकार रहेछ",1,0,0,0
465,SocialMedia,"साथी, तिम्रो फोटो हेर्दा नै वाक्क लाग्छ, कति कुरूप",1,0,0,0
466,SocialMedia,"अरे, यस्तो बेकार कन्टेन्ट बनाउने तिमी जस्तो नालायक कोही छैन",1,0,0,0
467,SocialMedia,तिम्रो एकाउन्ट पत्ता लगाएर तिमीलाई सिध्याइदिन्छु,0,1,0,0
468,SocialMedia,"अरे, यो भिडियो नहटाए तिम्रो घर ठेगाना पब्लिक गरिदिन्छु",0,1,0,0
469,SocialMedia,फेरि यस्तो पोस्ट गरे तिम्रो परिवारलाई नोक्सान पुर्‍याउँछु,0,1,0,0
470,SocialMedia,"अरे, कमेन्ट सेक्सनमा दिनहुँ उसलाई ट्याग गरेर होच्याइन्छ",0,0,1,0
471,SocialMedia,"फेरि भन्छु, धेरै फेक एकाउन्टबाट लगातार अपमानजनक म्यासेज पठाइरहन्छन्",0,0,1,0
472,SocialMedia,"वास्तवमा, हरेक पोस्टमा समूह बनाएर उसलाई दिनभरि जिस्क्याउँछन्",0,0,1,0
473,SocialMedia,"साथी, तिम्रो जातको मान्छेले सामाजिक सञ्जालमा बोल्नै हुँदैन",0,0,0,1
474,SocialMedia,तिम्रो छालाको रङको कारण कमेन्टमा लगातार गाली गरिन्छ,0,0,0,1
475,SocialMedia,"अरे, धर्मको आधारमा तिमीलाई अनलाइनमा लगातार तिरस्कार गरिन्छ",0,0,0,1
476,SocialMedia,"अरे, तिम्रो लिङ्गको कारण तिमीलाई बेकार भन्दै कमेन्टमा होच्याइयो",1,0,0,1
477,SocialMedia,"वास्तवमा, फेरि पोस्ट गरे एकाउन्टह्याक गरेर सबैलाई जानकारी लिक गर्छु भन्दै धम्क्याए",0,1,1,0
478,SocialMedia,"साथी, दिनहुँ फेक प्रोफाइलबाट धम्की र गाली दुवै पठाइरहन्छन्",0,1,1,0
479,SocialMedia,"आजको पोस्ट एकदम प्रेरणादायी थियो, धन्यवाद सेयर गर्नुभएकोमा",0,0,0,0
480,SocialMedia,तपाईंको फोटोग्राफी सीप साँच्चै उत्कृष्ट छ,0,0,0,0
481,SocialMedia,"अरे, यो जानकारी धेरै उपयोगी रह्यो, सेयर गरिदिनुहोस्",0,0,0,0
482,SocialMedia,"वास्तवमा, भिडियो हेरेर धेरै केही सिक्न पाइयो, धन्यवाद",0,0,0,0
483,SocialMedia,आजको लाइभ सेसन धेरै रमाइलो थियो,0,0,0,0
484,SocialMedia,"अरे, नयाँ पोस्टको लागि धेरै धेरै बधाई छ",0,0,0,0
485,SocialMedia,यो पोस्ट गर्ने मान्छे साह्रै मूर्ख र बेकार रहेछ,1,0,0,0
